00000134,00001AA0,
00000136,00001397,
00000138,000013EE,
0000013A,00001372,
0000013C,000026D1,
0000013E,00001E91,
00000140,000015A7,
00000142,0000194E,
00000144,000014B2,
00000146,00002641,
00000148,00002600,
0000014A,000025A3,
0000014C,000012FB,
0000014E,00001330,
00000150,00001FC8,
00000152,00001868,
00000154,00002636,
00000156,000017BE,
00000158,000026B5,
0000015A,000024AA,
0000015C,000008AD,
0000015E,0000080D,
00000160,00001A99,
00000162,000018A7,
00000164,00001359,
00000166,00002562,
00000168,00001775,
0000016A,00000560,
0000016C,00001965,
0000016E,0000205D,
00000170,00000879,
00000172,00002582,
00000174,000025DC,
00000176,00001E8C,
00000178,00000947,
0000017A,00000523,
0000017C,000005D8,
0000017E,00002031,
00000180,00001952,
00000182,000026ED,
00000184,00002660,
00000186,00000560,
00000188,00000513,
0000018A,000024FE,
0000018C,000008D3,
0000018E,000018BB,
00000190,00002047,
00000192,00001E2F,
00000194,00000851,
00000196,00001ACF,
00000198,00000587,
0000019A,0000083D,
0000019C,0000086A,
0000019E,000019AE,
000001A0,00001764,
000001A2,000017A5,
000001A4,0000263C,
000001A6,0000256F,
000001A8,000005F4,
000001AA,00001F64,
000001AC,00001FDF,
000001AE,0000194E,
000001B0,0000135D,
000001B2,0000156E,
000001B4,000008B9,
000001B6,00001587,
000001B8,00002532,
000001BA,00002688,
000001BC,00002077,
000001BE,000005C5,
000001C0,00001529,
000001C2,0000265F,
000001C4,00001378,
000001C6,00001FC3,
000001C8,000013A3,
000001CA,000004CE,
000001CC,00001FC1,
000001CE,00001A6A,
000001D0,00002444,
000001D2,00002428,
000001D4,00001F19,
000001D6,00002031,
000001D8,000024F6,
000001DA,00001F19,
000001DC,00001548,
000001DE,0000260C,
000001E0,0000253D,
000001E2,0000145D,
000001E4,000014A4,
000001E6,000026D0,
000001E8,00001FC9,
000001EA,0000266F,
000001EC,000018B3,
000001EE,00000865,
000001F0,00000805,
000001F2,00001A27,
000001F4,00002448,
000001F6,000013E0,
000001F8,0000264D,
000001FA,000005C7,
000001FC,00001A7C,
000001FE,000018DF,
00000200,00001548,
00000202,000014B3,
00000204,0000207D,
00000206,00000851,
00000208,00002624,
0000020A,000005DE,
0000020C,000010BF,
0000020E,00001FC7,
00000210,00000896,
00000212,00001FA8,
00000214,000026C9,
00000216,00001594,
00000218,0000154E,
0000021A,000025F4,
0000021C,00001956,
0000021E,000026C5,
00000220,00002490,
00000222,000026AD,
00000224,00002524,
00000226,0000055D,
00000228,000024F1,
0000022A,000005AB,
0000022C,00001999,
0000022E,0000254F,
00000230,00001E95,
00000232,000008CF,
00000234,000013A0,
00000236,00000903,
00000238,00002067,
0000023A,000014BB,
0000023C,00001312,
0000023E,0000269E,
00000240,0000080D,
00000242,0000146C,
00000244,00001510,
00000246,00001392,
00000248,00002642,
0000024A,000025DC,
0000024C,00001586,
0000024E,000019AB,
00000250,000025B6,
00000252,00002556,
00000254,000005E2,
00000256,00002074,
00000258,0000088D,
0000025A,000007A8,
0000025C,000025A2,
0000025E,00000883,
00000260,0000259A,
00000262,000005EA,
00000264,00000948,
00000266,000014E1,
00000268,00001A6B,
0000026A,000017CE,
0000026C,000005D5,
0000026E,000019C1,
00000270,000005E4,
00000272,000025F7,
00000274,00001AF6,
00000276,00002568,
00000278,0000133A,
0000027A,00000535,
0000027C,00001E86,
0000027E,0000081A,
00000280,00002487,
00000282,00000896,
00000284,00001300,
00000286,00001EC2,
00000288,000005F4,
0000028A,0000142B,
0000028C,000008B3,
0000028E,00001F6A,
00000290,000008A4,
00000292,000013C9,
00000294,0000175E,
00000296,0000262A,
00000298,000013F4,
0000029A,000024D0,
0000029C,0000268D,
0000029E,00001779,
000002A0,0000241F,
000002A2,0000251D,
000002A4,000014C3,
000002A6,00002658,
000002A8,00001355,
000002AA,00001783,
000002AC,000004E9,
000002AE,00002661,
000002B0,000008CF,
000002B2,000013E0,
000002B4,00002605,
000002B6,00001A2D,
000002B8,00001FE7,
000002BA,00002494,
000002BC,00001554,
000002BE,00001F22,
000002C0,000017B1,
000002C2,0000262C,
000002C4,00001E8E,
000002C6,00001EC3,
000002C8,00002583,
000002CA,00001A8C,
000002CC,0000254F,
000002CE,000018C8,
000002D0,000014A1,
000002D2,00001400,
000002D4,0000194E,
000002D6,00000ED5,
000002D8,00000559,
000002DA,0000135A,
000002DC,000015A7,
000002DE,000014EE,
000002E0,0000192D,
000002E2,00002514,
000002E4,00002524,
000002E6,00000558,
000002E8,0000131E,
000002EA,0000138F,
000002EC,00001420,
000002EE,00001FD8,
000002F0,00002428,
000002F2,000007C5,
000002F4,000004C1,
000002F6,000024C7,
000002F8,00001312,
000002FA,000018B0,
000002FC,000018E0,
000002FE,00001EA9,
00000300,0000262A,
00000302,000017CD,
00000304,00001539,
00000306,00000533,
00000308,00002491,
0000030A,00002507,
0000030C,000014B7,
0000030E,00000507,
00000310,00001A76,
00000312,000017C5,
00000314,00002030,
00000316,00000942,
00000318,000026F1,
0000031A,000005EA,
0000031C,00000597,
0000031E,00001A3D,
00000320,000026FB,
00000322,0000146D,
00000324,0000270F,
00000326,000024D2,
00000328,000014C5,
0000032A,0000187E,
0000032C,0000086C,
0000032E,000026B9,
00000330,00001A2F,
00000332,00002062,
00000334,000025F3,
00000336,00001590,
00000338,000017C4,
0000033A,000026D4,
0000033C,00001422,
0000033E,00001F07,
00000340,00001841,
00000342,000025AC,
00000344,00002569,
00000346,000007A8,
00000348,0000262E,
0000034A,00002635,
0000034C,000014B5,
0000034E,0000255E,
00000350,00002469,
00000352,0000138A,
00000354,00001528,
00000356,00000513,
00000358,000026D9,
0000035A,00000840,
0000035C,000018DF,
0000035E,00002560,
00000360,000026DC,
00000362,0000241F,
00000364,00000857,
00000366,0000155A,
00000368,0000050E,
0000036A,0000266C,
0000036C,000005E5,
0000036E,00001881,
00000370,00000947,
00000372,000026C5,
00000374,000024EA,
00000376,000024C9,
00000378,000004B7,
0000037A,000024E8,
0000037C,00001FAF,
0000037E,000026A2,
00000380,00001933,
00000382,00001539,
00000384,00001343,
00000386,000018BF,
00000388,0000149A,
0000038A,000015A7,
0000038C,0000053E,
0000038E,00000876,
00000390,00002659,
00000392,00001E8E,
00000394,00001316,
00000396,00001841,
00000398,00002082,
0000039A,0000153D,
0000039C,00002582,
0000039E,0000266C,
000003A0,00002064,
000003A2,0000140B,
000003A4,00002066,
000003A6,00001965,
000003A8,00002483,
000003AA,0000194C,
000003AC,000005BA,
000003AE,0000179E,
000003B0,00000944,
000003B2,00002427,
000003B4,00001FC6,
000003B6,0000207D,
000003B8,00000548,
000003BA,0000153D,
000003BC,00002632,
000003BE,00001EA1,
000003C0,00001492,
000003C2,00001EF4,
000003C4,0000151E,
000003C6,000014E5,
000003C8,000012DE,
000003CA,000018FB,
000003CC,00002667,
000003CE,0000149A,
000003D0,00001441,
000003D2,00002700,
000003D4,0000257D,
000003D6,000025A3,
000003D8,00001385,
000003DA,0000084A,
000003DC,000005CE,
000003DE,0000136B,
000003E0,0000156B,
000003E2,0000131F,
000003E4,0000186D,
000003E6,000008E0,
000003E8,00001FAF,
000003EA,00001EA9,
000003EC,00000931,
000003EE,00002065,
000003F0,00000829,
000003F2,0000203C,
000003F4,00001539,
000003F6,00002414,
000003F8,000015A6,
000003FA,00001784,
000003FC,00001E91,
000003FE,00001EF9,
00000400,000008BF,
00000402,00001946,
00000404,0000244E,
00000406,00001462,
00000408,0000194E,
0000040A,000024C4,
0000040C,0000255A,
0000040E,00001EFA,
00000410,00002600,
00000412,0000247F,
00000414,0000247F,
00000416,000008D4,
00000418,0000190D,
0000041A,00001586,
0000041C,00002413,
0000041E,00001E35,
00000420,000023FE,
00000422,000013DF,
00000424,00001933,
00000426,00000826,
00000428,00002600,
0000042A,000008D1,
0000042C,00002597,
0000042E,0000154C,
00000430,000004C5,
00000432,000018CC,
00000434,00001899,
00000436,00002688,
00000438,00002666,
0000043A,000018DF,
0000043C,0000190B,
0000043E,00001389,
00000440,00001306,
00000442,000018A5,
00000444,00001FA2,
00000446,00001577,
00000448,00000ED5,
0000044A,000015A1,
0000044C,000007BD,
0000044E,00002626,
00000450,00001AB6,
00000452,0000243D,
00000454,000025D7,
00000456,000019A9,
00000458,000018C8,
0000045A,00001F60,
0000045C,0000139A,
0000045E,00001572,
00000460,000013E6,
00000462,00000561,
00000464,0000155E,
00000466,0000244E,
00000468,00000840,
0000046A,00001774,
0000046C,000004FC,
0000046E,00002676,
00000470,000024EF,
00000472,00002082,
00000474,000007AF,
00000476,00002524,
00000478,00001330,
0000047A,0000051B,
0000047C,00001F6A,
0000047E,000014E7,
00000480,0000133A,
00000482,00002539,
00000484,00002671,
00000486,00001FA6,
00000488,00001EA4,
0000048A,00000554,
0000048C,000025F3,
0000048E,00002411,
00000490,00001428,
00000492,00001954,
00000494,0000094F,
00000496,000005E2,
00000498,000024AC,
0000049A,000007A6,
0000049C,0000268A,
0000049E,00001FCE,
000004A0,0000050D,
000004A2,00002636,
000004A4,00001EAB,
000004A6,00001FCB,
000004A8,00002666,
000004AA,000019E0,
000004AC,00001F64,
000004AE,00001570,
000004B0,00001E9F,
000004B2,0000081A,
000004B4,000014A2,
000004B6,00002660,
000004B8,000025E4,
000004BA,000018A9,
000004BC,00001FD1,
000004BE,00002048,
000004C0,000026F8,
000004C2,0000259B,
000004C4,00001FA4,
000004C6,0000157A,
000004C8,000025DD,
000004CA,000018DD,
000004CC,0000266C,
000004CE,0000177C,
000004D0,0000202D,
000004D2,00001888,
000004D4,000018A9,
000004D6,0000094F,
000004D8,00002077,
000004DA,00002667,
000004DC,00001FE1,
000004DE,000026C6,
000004E0,000008F4,
000004E2,00001796,
000004E4,0000080D,
000004E6,0000266C,
000004E8,000017CE,
000004EA,000026AF,
000004EC,000018C3,
000004EE,00001F0B,
000004F0,00001AA3,
000004F2,0000265F,
000004F4,00001538,
000004F6,0000055F,
000004F8,00002666,
000004FA,00001873,
000004FC,00001F5B,
000004FE,00000589,
00000500,00001EC8,
00000502,00001437,
00000504,00000862,
00000506,0000131D,
00000508,0000174A,
0000050A,0000205F,
0000050C,00001E95,
0000050E,0000188F,
00000510,00001751,
00000512,00000905,
00000514,00002674,
00000516,00001FE1,
00000518,00002600,
0000051A,000015A2,
0000051C,0000145D,
0000051E,0000082B,
00000520,00001881,
00000522,0000261C,
00000524,00000795,
00000526,000026BB,
00000528,0000262A,
0000052A,00001779,
0000052C,00000861,
0000052E,000025EE,
00000530,00001E94,
00000532,000025DC,
00000534,000013DC,
00000536,00000563,
00000538,0000156F,
0000053A,0000149A,
0000053C,0000158D,
0000053E,00001F13,
00000540,00001525,
00000542,00002044,
00000544,00002083,
00000546,00001777,
00000548,00001767,
0000054A,0000195D,
0000054C,00001A5F,
0000054E,00001531,
00000550,00000873,
00000552,000014A7,
00000554,000014BC,
00000556,00001551,
00000558,00001F5A,
0000055A,000008C3,
0000055C,00002546,
0000055E,00000875,
00000560,000013B5,
00000562,00002494,
00000564,0000089D,
00000566,00001460,
00000568,00002449,
0000056A,000018DF,
0000056C,0000174E,
0000056E,000008B2,
00000570,00001FE8,
00000572,000014E5,
00000574,000018F9,
00000576,000024AC,
00000578,00001758,
0000057A,00001F1F,
0000057C,00002666,
0000057E,0000082C,
00000580,00001389,
00000582,000026DE,
00000584,00001FE7,
00000586,00001FD4,
00000588,000013D0,
0000058A,0000264E,
0000058C,0000135A,
0000058E,00002600,
00000590,00001929,
00000592,0000269D,
00000594,00002601,
00000596,00001945,
00000598,000008F5,
0000059A,00002461,
0000059C,000008B9,
0000059E,00001937,
000005A0,00001F05,
000005A2,000004FC,
000005A4,000018FC,
000005A6,00000792,
000005A8,000024BB,
000005AA,00001F62,
000005AC,00001FDB,
000005AE,0000267C,
000005B0,00001FD2,
000005B2,00002695,
000005B4,000025F0,
000005B6,000025BE,
000005B8,00002250,
000005BA,00002414,
000005BC,00000566,
000005BE,00002600,
000005C0,00002691,
000005C2,000025DC,
000005C4,0000265B,
000005C6,0000081E,
000005C8,00001594,
000005CA,00002256,
000005CC,000005E5,
000005CE,0000133B,
000005D0,000005F2,
000005D2,000014A6,
000005D4,00001959,
000005D6,00001775,
000005D8,00001888,
000005DA,000026E8,
000005DC,0000187E,
000005DE,000026C6,
000005E0,0000262A,
000005E2,00001E89,
000005E4,00002688,
000005E6,00001F12,
000005E8,00000829,
000005EA,00001F78,
000005EC,00002440,
000005EE,00002691,
000005F0,00001FD6,
000005F2,00000597,
000005F4,00002031,
000005F6,00002442,
000005F8,00001FD7,
000005FA,0000086C,
000005FC,00002560,
000005FE,00001F11,
00000600,0000262C,
00000602,00002695,
00000604,000018BB,
00000606,0000186D,
00000608,000008B3,
0000060A,00002669,
0000060C,0000142F,
0000060E,000005A8,
00000610,00001E8A,
00000612,00001A33,
00000614,00001460,
00000616,000025D6,
00000618,000025D7,
0000061A,0000266C,
0000061C,00002631,
0000061E,00001F1D,
00000620,000007B3,
00000622,000008E1,
00000624,000026B0,
00000626,0000081D,
00000628,000026EC,
0000062A,00001762,
0000062C,0000136E,
0000062E,000005AD,
00000630,0000202B,
00000632,0000082B,
00000634,0000186A,
00000636,000005B4,
00000638,0000251E,
0000063A,0000130F,
0000063C,0000051A,
0000063E,000025D1,
00000640,00002600,
00000642,000026EC,
00000644,0000080E,
00000646,00000587,
00000648,00002654,
0000064A,00000586,
0000064C,00001E2E,
0000064E,000026E9,
00000650,000025BA,
00000652,000007AF,
00000654,00000ED5,
00000656,00001557,
00000658,000026B2,
0000065A,00001EE3,
0000065C,000018F6,
0000065E,000026A0,
00000660,00001777,
00000662,00002517,
00000664,0000254F,
00000666,000024C2,
00000668,000013BF,
0000066A,00002661,
0000066C,00002065,
0000066E,000026B3,
00000670,00000546,
00000672,00001872,
00000674,00001397,
00000676,000013EE,
00000678,00001AD1,
0000067A,000017B1,
0000067C,000014C1,
0000067E,00001540,
00000680,000005EB,
00000682,0000149A,
00000684,000017B4,
00000686,00001996,
00000688,000014D2,
0000068A,00000559,
0000068C,00002638,
0000068E,00002636,
00000690,000013DC,
00000692,000017B4,
00000694,000012FC,
00000696,000017B0,
00000698,000013DB,
0000069A,00001A80,
0000069C,00001EE4,
0000069E,0000059B,
000006A0,0000158E,
000006A2,00002410,
000006A4,000018B1,
000006A6,000018A9,
000006A8,000025EE,
000006AA,000025DC,
000006AC,000024D8,
000006AE,00002531,
000006B0,00001F12,
000006B2,00001F01,
000006B4,0000204F,
000006B6,000014A6,
000006B8,00001F03,
000006BA,0000191A,
000006BC,0000265C,
000006BE,00001EF4,
000006C0,00001879,
000006C2,000005BA,
000006C4,000004C1,
000006C6,000026F9,
000006C8,000015A5,
000006CA,00001362,
000006CC,00001762,
000006CE,0000255D,
000006D0,0000267A,
000006D2,000026D6,
000006D4,000004AF,
000006D6,0000266F,
000006D8,0000059B,
000006DA,0000201E,
000006DC,00001517,
000006DE,00002688,
000006E0,00002524,
000006E2,00002505,
000006E4,0000051E,
000006E6,00001F6A,
000006E8,000005F2,
000006EA,000007AF,
000006EC,000026C9,
000006EE,0000247F,
000006F0,000025EA,
000006F2,000025F9,
000006F4,000007AF,
000006F6,00000595,
000006F8,000026C6,
000006FA,000013BF,
000006FC,0000194F,
000006FE,00000585,
00000700,000026EB,
00000702,000018C4,
00000704,00002560,
00000706,00000942,
00000708,00001477,
0000070A,0000146C,
0000070C,00001971,
0000070E,0000094A,
00000710,0000094F,
00000712,00001477,
00000714,0000266B,
00000716,00001F6E,
00000718,00002685,
0000071A,00002250,
0000071C,000024E1,
0000071E,00002669,
00000720,00002651,
00000722,000026D1,
00000724,00001E9F,
00000726,0000054A,
00000728,0000094E,
0000072A,00002601,
0000072C,000018CD,
0000072E,000018B3,
00000730,00002531,
00000732,00000896,
00000734,00002048,
00000736,000005CF,
00000738,00000861,
0000073A,00001FC7,
0000073C,00002452,
0000073E,0000130D,
00000740,00002065,
00000742,00001E88,
00000744,00001431,
00000746,000019C5,
00000748,0000055E,
0000074A,000026E9,
0000074C,000017C8,
0000074E,00000945,
00000750,00001FC9,
00000752,000026B9,
00000754,00001F08,
00000756,00001403,
00000758,0000138E,
0000075A,0000195B,
0000075C,00001FAF,
0000075E,00001907,
00000760,000004EC,
00000762,0000268B,
00000764,00001421,
00000766,00002569,
00000768,00001AD8,
0000076A,0000135C,
0000076C,000018B9,
0000076E,000026A0,
00000770,00001FAA,
00000772,00001312,
00000774,000010BF,
00000776,000004B7,
00000778,000013CE,
0000077A,00002505,
0000077C,000019A6,
0000077E,000008A4,
00000780,00000ED5,
00000782,00000597,
00000784,00002635,
00000786,000008F4,
00000788,00001390,
0000078A,00001E8E,
0000078C,00001310,
0000078E,00001885,
00000790,00001EA5,
00000792,00000870,
00000794,0000224B,
00000796,00002483,
00000798,00001316,
0000079A,000019D6,
0000079C,000008A4,
0000079E,00001977,
000007A0,00001782,
000007A2,000012EE,
000007A4,00001EAE,
000007A6,0000260A,
000007A8,0000195E,
000007AA,000025A9,
000007AC,0000194E,
000007AE,00002660,
000007B0,000024CA,
000007B2,000018C5,
000007B4,00001774,
000007B6,00001A69,
000007B8,000004E9,
000007BA,0000190A,
000007BC,0000195C,
000007BE,0000251E,
000007C0,00001A5C,
000007C2,00000894,
000007C4,000018DD,
000007C6,00001AEA,
000007C8,00000873,
000007CA,00001A7C,
000007CC,000007A3,
000007CE,00001FC0,
000007D0,000008CF,
000007D2,00001F6C,
000007D4,00001586,
000007D6,000004E2,
000007D8,00002468,
000007DA,000015A6,
000007DC,00001E8A,
000007DE,00001767,
000007E0,000014B4,
000007E2,00000540,
000007E4,00001589,
000007E6,000026A3,
000007E8,000026F8,
000007EA,00000875,
000007EC,0000202F,
000007EE,0000086A,
000007F0,00000587,
000007F2,00000587,
000007F4,000005F0,
000007F6,00002542,
000007F8,000013F4,
000007FA,00002605,
000007FC,000025EC,
000007FE,0000155E,
00000800,00001480,
00000802,00001E93,
00000804,00001E86,
00000806,00001316,
00000808,00002614,
0000080A,00001392,
0000080C,0000057F,
0000080E,00001A78,
00000810,00002062,
00000812,00001854,
00000814,00000561,
00000816,000025F6,
00000818,00001872,
0000081A,000013C3,
0000081C,00002030,
0000081E,000004EB,
00000820,00001A63,
00000822,000004D6,
00000824,0000155D,
00000826,0000087A,
00000828,000008A4,
0000082A,00000535,
0000082C,00001FB3,
0000082E,00001FCB,
00000830,00002709,
00000832,00001EE5,
00000834,00001FD6,
00000836,0000195A,
00000838,00001467,
0000083A,00002494,
0000083C,000004C1,
0000083E,00002499,
00000840,0000131C,
00000842,00002044,
00000844,00001945,
00000846,0000262A,
00000848,00002661,
0000084A,00001AC6,
0000084C,00000858,
0000084E,000013DB,
00000850,000025FD,
00000852,00001F1C,
00000854,00001F76,
00000856,000026A6,
00000858,000012DE,
0000085A,00001E89,
0000085C,0000083C,
0000085E,000008FB,
00000860,000026BA,
00000862,000005B7,
00000864,00001952,
00000866,00001883,
00000868,000019C6,
0000086A,00001983,
0000086C,000014F1,
0000086E,000005E5,
00000870,000019AD,
00000872,000025DD,
00000874,000017B4,
00000876,00001898,
00000878,0000174B,
0000087A,00000870,
0000087C,00001338,
0000087E,000026EA,
00000880,00001FA8,
00000882,00001F06,
00000884,00001387,
00000886,00001913,
00000888,00000844,
0000088A,000004B4,
0000088C,000007B3,
0000088E,000025EA,
00000890,0000136A,
00000892,00000504,
00000894,000025FD,
00000896,00002504,
00000898,0000197F,
0000089A,0000262B,
0000089C,0000184F,
0000089E,00002700,
000008A0,00002569,
000008A2,000008AF,
000008A4,00002064,
000008A6,00001E9B,
000008A8,00001F64,
000008AA,00001E87,
000008AC,00000806,
000008AE,00001EE4,
000008B0,00000559,
000008B2,00002614,
000008B4,00000847,
000008B6,00001338,
000008B8,000019BE,
000008BA,000018DD,
000008BC,0000087C,
000008BE,000005B7,
000008C0,00001A6A,
000008C2,000017D0,
000008C4,0000130F,
000008C6,0000267D,
000008C8,00001E8A,
000008CA,00002564,
000008CC,000007BF,
000008CE,000008F3,
000008D0,00001EBE,
000008D2,00001907,
000008D4,00002374,
000008D6,000018D9,
000008D8,00001AA3,
000008DA,0000175B,
000008DC,000013F6,
000008DE,000013F6,
000008E0,000014BE,
000008E2,0000144F,
000008E4,000026F8,
000008E6,00000943,
000008E8,000019C8,
000008EA,000015A2,
000008EC,00001E94,
000008EE,000026ED,
000008F0,0000262A,
000008F2,00001397,
000008F4,00001436,
000008F6,00000861,
000008F8,0000050E,
000008FA,0000188F,
000008FC,000026A0,
000008FE,0000244E,
00000900,00001597,
00000902,000015A7,
00000904,00001879,
00000906,00001763,
00000908,00001EAD,
0000090A,0000267D,
0000090C,00002611,
0000090E,000005DE,
00000910,000024D0,
00000912,000004B7,
00000914,000013CC,
00000916,000024A5,
00000918,00001934,
0000091A,00001770,
0000091C,0000136B,
0000091E,000018EA,
00000920,000024E1,
00000922,000024ED,
00000924,0000186D,
00000926,000013DC,
00000928,0000259C,
0000092A,000014E5,
0000092C,000018EA,
0000092E,0000244E,
00000930,0000265B,
00000932,0000197E,
00000934,000007FE,
00000936,000005F0,
00000938,00001AF6,
0000093A,000018C8,
0000093C,00001F77,
0000093E,00002048,
00000940,00001531,
00000942,00002066,
00000944,000026A2,
00000946,00001421,
00000948,000004B4,
0000094A,00002418,
0000094C,00001A63,
0000094E,000007A8,
00000950,00000790,
00000952,00001841,
00000954,00002031,
00000956,000025EA,
00000958,0000154E,
0000095A,00002624,
0000095C,0000136E,
0000095E,00002666,
00000960,000026D0,
00000962,0000052F,
00000964,00001990,
00000966,00001934,
00000968,0000058B,
0000096A,00001EA5,
0000096C,00001933,
0000096E,000019A9,
00000970,0000089B,
00000972,00001506,
00000974,0000194D,
00000976,0000151E,
00000978,0000133C,
0000097A,000014A1,
0000097C,0000135A,
0000097E,00001FD0,
00000980,00001892,
00000982,00002532,
00000984,00001FA7,
00000986,000012F1,
00000988,00001955,
0000098A,0000056F,
0000098C,0000191B,
0000098E,0000057D,
00000990,00001454,
00000992,000008AF,
00000994,000017C8,
00000996,0000262C,
00000998,00002605,
0000099A,0000190C,
0000099C,000018F1,
0000099E,000018DF,
000009A0,000013C3,
000009A2,00000598,
000009A4,000014F1,
000009A6,00000851,
000009A8,00002256,
000009AA,000005DF,
000009AC,000024A4,
000009AE,000019B4,
000009B0,00001FB7,
000009B2,00000560,
000009B4,00002064,
000009B6,00002678,
000009B8,0000052F,
000009BA,000025D2,
000009BC,000026F1,
000009BE,00002541,
000009C0,000025E7,
000009C2,00002524,
000009C4,000026A0,
000009C6,00002501,
000009C8,00001EA9,
000009CA,0000244F,
000009CC,000005F2,
000009CE,0000089B,
000009D0,0000206E,
000009D2,00002032,
000009D4,00001AEA,
000009D6,000015A6,
000009D8,000025EA,
000009DA,000018B3,
000009DC,0000187C,
000009DE,000012E4,
000009E0,000018FD,
000009E2,0000085C,
000009E4,0000136D,
000009E6,0000051B,
000009E8,00002067,
000009EA,000024EC,
000009EC,00001AFE,
000009EE,00000876,
000009F0,00001A9A,
000009F2,000025E4,
000009F4,00000875,
000009F6,0000191A,
000009F8,00002692,
000009FA,00000908,
000009FC,000005E5,
000009FE,00000581,
00000A00,00001F6D,
00000A02,00002685,
00000A04,000005CC,
00000A06,000014C4,
00000A08,0000265C,
00000A0A,0000155E,
00000A0C,00001779,
00000A0E,0000266D,
00000A10,0000082D,
00000A12,000024AA,
00000A14,0000157A,
00000A16,0000087C,
00000A18,000026AA,
00000A1A,000019F6,
00000A1C,000017C8,
00000A1E,00000849,
00000A20,00001506,
00000A22,00001F19,
00000A24,00001E93,
00000A26,0000203E,
00000A28,00001E9F,
00000A2A,00000942,
00000A2C,00001AD0,
00000A2E,00000508,
00000A30,0000153F,
00000A32,000008BC,
00000A34,00002434,
00000A36,00002615,
00000A38,000013B4,
00000A3A,000005E0,
00000A3C,0000154C,
00000A3E,0000176B,
00000A40,00000794,
00000A42,000024B9,
00000A44,00000589,
00000A46,000017CB,
00000A48,00002632,
00000A4A,0000130C,
00000A4C,00002592,
00000A4E,00001FCC,
00000A50,000024EB,
00000A52,000007A7,
00000A54,000013C3,
00000A56,00001F9B,
00000A58,000005AD,
00000A5A,00002605,
00000A5C,000025DB,
00000A5E,00001336,
00000A60,00000513,
00000A62,0000133A,
00000A64,00001A61,
00000A66,000015A5,
00000A68,000017C8,
00000A6A,0000262E,
00000A6C,000004D6,
00000A6E,000004C9,
00000A70,00000926,
00000A72,00002458,
00000A74,00001F1D,
00000A76,000008DF,
00000A78,00001352,
00000A7A,0000248C,
00000A7C,000024EE,
00000A7E,00002081,
00000A80,000018F9,
